"Item Name";"Region";"Lore";"DescriptionLore";"ImageURL"
"Greater Orb";"Targon";"Forged in the heart of Targon, it resonates with celestial energy, potentially linked to the Aspects.";"This orb pulses with celestial energy. While holding the orb, you gain advantage on Wisdom (Insight) checks related to celestial beings or magic originating from the upper planes. Additionally, once per day, you can cast the Identify spell without expending a spell slot to determine the properties of a celestial object or to discern the nature of celestial magic.";"https://wiki.leagueoflegends.com/en-us/images/Greater_Orb_item.png"
"Greater Totem";"Shurima";"Favored by Shuriman desert travelers, the Greater Totem provides crucial knowledge of approaching dangers, both seen and unseen in the sands.";"This totem grants its user heightened awareness of their surroundings. As an action, you can activate the totem, granting you advantage on Wisdom (Perception) and Intelligence (Investigation) checks made to detect threats within a 60-foot radius for the next 10 minutes. While active, the totem emits a faint, pulsating light visible up to 30 feet away. Once you use this feature, you can't use it again until you finish a short or long rest.";"https://wiki.leagueoflegends.com/en-us/images/Greater_Totem_item.png"
"Grez's Spectral Lantern";"Shadow Isles";"Associated with restless spirits and the spectral realm. Perhaps a tool for navigating or manipulating the undead energies of the Shadow Isles.";"This lantern burns with an ethereal flame, illuminating the spectral realm. While holding the lantern, you can see into the Ethereal Plane within a 30-foot radius. As an action, you can command the lantern to emit a beam of spectral energy. Choose one undead creature within 60 feet that you can see. The target must succeed on a DC 15 Charisma saving throw or be turned for 1 minute. A creature turned in this way must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If there's nowhere to move, the creature can use the Dodge action. Once you use this action, you can’t do so again until you finish a long rest.";"https://wiki.leagueoflegends.com/en-us/images/Grez%27s_Spectral_Lantern_item.png"
"Hamstringer";"Freljord";"Favored by Noxian warmasons and Freljordian raiders, the Hamstringer hobbles foes, leaving them vulnerable. Useful for warriors seeking an advantage in the icy north.";"This magical weapon, favored by Noxian warmasters and Freljordian raiders, has 7 charges. When you hit a creature with this weapon, you can expend 1 charge to attempt to hamstring it. The target must succeed on a DC 15 Strength saving throw or have its movement speed halved until the end of its next turn. The weapon regains 1d6+1 expended charges daily at dawn. If the weapon is reduced to 0 charges, roll a d20. On a 1, the weapon crumbles to dust and is destroyed.";"https://wiki.leagueoflegends.com/en-us/images/Hamstringer_item.png"
"Head of Kha'Zix";"Shurima";"A trophy taken from Kha'Zix. Symbolizes dominance over the Void and its creatures. Could be related to Rek'Sai or other Voidborn.";"This grotesque trophy pulses with void energy. While holding the Head of Kha'Zix, you gain advantage on Wisdom (Survival) checks made to track Voidborn creatures. Additionally, as an action, you can present the head and force each Voidborn creature within 30 feet of you to make a DC 17 Wisdom saving throw. On a failed save, a creature is frightened of you for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. Once you use this ability, you cannot use it again until the next dawn.";"https://wiki.leagueoflegends.com/en-us/images/Head_of_Kha%27Zix_item.png"
"Heart of Targon";"Targon";"Forged on Targon, it shares health and gold. A bond of support, perhaps linked to the Solari's ideals of protection.";"This shimmering amulet resonates with celestial energy. As an action, you can touch a willing creature other than yourself and forge a bond between you and that creature for 1 hour. While bonded, whenever you take damage, the bonded creature takes half of the damage, rounded down. While bonded, at the start of each of your turns, you can transfer a number of gold pieces from your possession to the bonded creature equal to your Charisma modifier (minimum 1). This gold appears in the bonded creature's possession. You can only maintain one bond at a time. This effect ends early if you are incapacitated or die, or if the bonded creature is more than 100 feet away from you.";"https://wiki.leagueoflegends.com/en-us/images/Heart_of_Targon_item.png"
"Hellfire Hatchet";"Noxus";"Forged in the heart of Noxus, rumored to be imbued with the essence of a vanquished fire mage. A favored weapon of warlords.";"This magical hatchet, forged in Noxus, deals an extra 1d6 fire damage on a hit. Once per long rest, when you score a critical hit with this weapon, you can choose to unleash a wave of fire in a 15-foot cone originating from you. Each creature in that area must make a DC 15 Dexterity saving throw, taking 3d6 fire damage on a failed save, or half as much damage on a successful one.";"https://wiki.leagueoflegends.com/en-us/images/Hellfire_Hatchet_item.png"
"Hex Core mk-1";"Ionia";"Crude hextech components hint at early Piltover and Zaunite influence in Ionia, or perhaps an Ionian attempt to replicate it.";"This curious device hums with arcane energy. As an action, you can attempt to interface with a construct or magical item. Make a DC 15 Intelligence (Arcana) check. On a success, you gain temporary insight into the object's function, granting you advantage on one attack roll, saving throw, or ability check related to that object within the next hour. This device has no effect on artifacts or creatures.";"https://wiki.leagueoflegends.com/en-us/images/Hex_Core_mk-1_item.png"
"Hextech Protobelt-01";"Noxus";"Prototype technology, likely developed in Zaun or by a Noxian artificer, for rapid battlefield traversal and engagement. May have ties to Viktor's Glorious Evolution.";"This prototype belt contains a limited-use propulsion system. As an action, you can expend 1 charge to propel yourself 30 feet in a straight line. This movement does not provoke opportunity attacks. Additionally, six rockets fire at the end of the movement, each targeting a point within 5 feet of the destination. Each creature within 5 feet of any of those points must succeed on a DC 13 Dexterity saving throw or take 2d6 fire damage. The belt has 3 charges and regains 1d3 expended charges daily at dawn.";"https://wiki.leagueoflegends.com/en-us/images/Hextech_Protobelt-01_item.png"
"Hope Adrift";"Targon";"Whispers link it to fallen Targonian aspects, perhaps those who dared defy the stars' rigid paths.";"This faintly glowing amulet pulses with celestial energy. While wearing it, you gain advantage on saving throws against being charmed or frightened. Additionally, once per day, when you or an ally within 30 feet fails a saving throw, you can use your reaction to grant them advantage on that saving throw, potentially turning the failure into a success. This property of the amulet fades at dawn if not used.";"https://wiki.leagueoflegends.com/en-us/images/Hope_Adrift_item.png"
"Hunter's Machete";"Ionia";"Favored by Ionian hunters and spirit walkers, allows one to track down dangerous beasts of the forests.";"This elegant Ionian machete is crafted from whispersteel, its blade humming with latent energy. While holding this machete, you have advantage on Wisdom (Survival) checks made to track beasts. Additionally, when you hit a beast with this machete, the beast takes an extra 1d6 radiant damage. If the beast is a monstrosity, it takes an extra 2d6 radiant damage instead.";"https://wiki.leagueoflegends.com/en-us/images/Hunter%27s_Machete_item.png"
"Hunter's Talisman";"Ionia";"Favored by Ionian spirit walkers and shadow stalkers, channels vital essence for hunting.";"This intricately carved talisman throbs with spiritual power. While wearing it, you gain the following benefits: You have advantage on Wisdom saving throws against spells and effects from fey and undead creatures. As a bonus action, you can expend a Hit Die to regain a number of hit points equal to the result plus your Wisdom modifier (minimum of 1 hit point). You can't use this bonus action again until you finish a short or long rest.";"https://wiki.leagueoflegends.com/en-us/images/Hunter%27s_Talisman_item.png"
