Item Name;Region;Lore;DescriptionGame;DescriptionLore;ImageURL
Espresso Snax;demacia;Favored by Demacian sentries on long patrols, Espresso Snax are rumored to be baked with enchanted coffee beans from distant lands.;Grants a temporary burst of movement speed and increased attack speed.;Upon consumption: +2 to SPD for 1d4 turns and +1 to hit for 1d4 rounds. Potential side effect: Uncontrolled chattering (5% chance).;https://wiki.leagueoflegends.com/en-us/images/Espresso_Snax_item.png
Evenshroud;noxus;Favored by lower-ranking officers in Noxus, the Evenshroud is thought to provide protection and is associated with the Black Rose.;Reduces affected enemies' resistances, increasing damage dealt to them.;Enemies within 60' suffer -2 to all saves vs. spells. Attacks against them gain +1 to hit and +1 to damage for 6 turns. Save vs. Spells or be stunned for 1 turn.;https://wiki.leagueoflegends.com/en-us/images/Evenshroud_item.png
Evolution: Gravity Storm;targon;The storm seems to call out to the stars, perhaps created by an aspect of the celestial realm.;Brings the target to you, and slows for a short duration.;Creature is pulled 30' in a straight line toward the user. Save vs. Paralysis or be slowed for 1d4 rounds (half movement, -2 to hit).;https://wiki.leagueoflegends.com/en-us/images/Augment-_Gravity_item.png
Explorer's Ward;demacia;Favored by Demacian scouts, allowing them to safely navigate uncharted regions and provide early warnings against potential threats.;Places a visible ward that reveals the surrounding area for a duration.;When planted, the ward creates a shimmering beacon. Creatures within 30' are easily spotted. Undead might take 1d6 damage if they fail a save vs. magic.;https://wiki.leagueoflegends.com/en-us/images/Explorer%27s_Ward_item.png
Eye of Frost;freljord;An ancient relic from the Frozen Watchers, radiating intense cold and magical power, with possible connections to Lissandra.;Periodically slows nearby enemies. Grants ability haste and mana regeneration.;Creatures near the wielder must SAVE vs. cold or be slowed (half movement) for 1d4 rounds. Grants +2 to cast spells, restores 1 spell slot per day.;https://wiki.leagueoflegends.com/en-us/images/Eye_of_Frost_item.png
Eye of the Aspect;targon;Linked to the ancient Aspects of Targon, granting sight and protection. Possibly connected to champions like Taric or Leona.;Provides health, mana regeneration, and vision through placed wards.;Allows the user to cast See Invisible 3/day. Grants +1 AC. When depleted, shatters, releasing a burst of harmless light, possibly alerting nearby monsters.;https://wiki.leagueoflegends.com/en-us/images/Eye_of_the_Aspect_item.png
Eye of the Oasis;shurima;Likely originating from Shurima's oasis, it might be tied to ancient guardians or benevolent spirits of the desert.;Periodically heals nearby allies and restores mana to the wielder.;Once per day, touch the eye to replenish 1d6 lost HP or MP to a character within 30'. On a failed save vs. WIS, the user has vivid dreams of the Oasis.;https://wiki.leagueoflegends.com/en-us/images/Eye_of_the_Oasis_item.png
Eye of the Watchers;freljord;Linked to the Watchers of the Freljord, ancient beings of ice and void.;Provides ability power, mana regeneration, and executes low-health minions.;Grants +1 to cast spells, replenishes mana. Usable once per day: Instantly slay a creature with HD less than your level. Failure results in character aging 1d4 years.;https://wiki.leagueoflegends.com/en-us/images/Eye_of_the_Watchers_item.png
Farsight Orb;targon;Likely crafted by a Solari order, used by scouts and sentinels to watch for signs of the Void's corruption on Runeterra. ;Reveals a small area at long range for a short duration. Limited range early, improving with level.;"Cast Light beyond normal limits. Reveals secrets to those who dare look far. But beware, for what you see, may see you also. Range increases with caster level; 20' per level.";https://wiki.leagueoflegends.com/en-us/images/Farsight_Orb_item.png
Flash Zone;ionia;Worn by Ionian monks seeking enlightenment, the Flash Zone aids in swift escapes or ambushes, resonating with the land's inherent magic.;Short-range teleport with a brief invulnerability window after arrival.;"Usable once per day. Instantly teleport up to 30' away. Roll a d6: on a 1-2, target location is hazardous; on a 5-6, brief shimmer provides +2 AC for 1 round.";https://wiki.leagueoflegends.com/en-us/images/Flash_Zone_item.png
Force of Arms;demacia;Forged in Demacia, this armament might have belonged to a Dauntless Vanguard, or a member of the Crownguard.;Grants bonus attack damage and health, scaling with champion level.;Wearer gains +1 to hit and damage. When HP is reduced to 0, roll a d6. On a 6, the wearer remains at 1 HP, otherwise death. Effect can trigger once per dawn.;https://wiki.leagueoflegends.com/en-us/images/Force_of_Arms_item.png
Forgefire Crest;freljord;Likely forged by the Iceborn, or by the followers of Volibear, this crest provides the wearer a burning aura.;Deals magic damage to nearby enemies every second.;"Creatures near the bearer take 1d4 fire damage each round; save versus breath weapon for half. Grants +1 to saves versus cold.";https://wiki.leagueoflegends.com/en-us/images/Forgefire_Crest_item.png
Frosted Snax;freljord;May be linked to the Winter's Claw, perhaps used as a food source during harsh winters. Could also be associated with yetis.;Restores a small amount of health and mana. Grants a temporary movement speed boost upon consumption.;Heals 1d4 hp and 1d4 mp. Additionally, the imbiber moves as if under the 'haste' spell for 3 turns, though their AC is reduced by 1 due to the sudden burst of energy.;https://wiki.leagueoflegends.com/en-us/images/Frosted_Snax_item.png
Frostfire Gauntlet;freljord;Likely forged by the Ice Witch Lissandra's servants. Grants resistance to flame and creates a zone of perpetual frost.;Empowers basic attacks to create a slowing field, also grants increased armor and magic resist.;Melee attacks encase foes in ice (Save vs. Paralysis). Grants +2 to AC vs. fire-based attacks. Creatures entering your zone of influence must Save vs. Cold or suffer -1 to hit.;https://wiki.leagueoflegends.com/en-us/images/Frostfire_Gauntlet_item.png
Frozen Mallet;freljord;The Frozen Mallet could be associated with the Freljord, as it embodies the chilling power of the north and slowing enemies with ice.;It grants health and attack damage and slows enemies on hit.;On a hit, target must make a save vs. paralysis or be slowed. Movement reduced to 1/2 for 1d4 turns. Grants +1 to saves vs. cold.;https://wiki.leagueoflegends.com/en-us/images/Frozen_Mallet_item.png
Giant Slayer;demacia;Favored by Demacian soldiers, particularly those facing monstrous threats or heavily armored Noxian legions, embodying the spirit of overcoming overwhelming odds.;Deals bonus damage to champions with greater maximum health.;Confers Advantage on attack rolls against giants, dragons, and enemies of noble birth. Grants +1 to damage per Hit Die difference, up to a maximum of +6.;https://wiki.leagueoflegends.com/en-us/images/Giant_Slayer_item.png
Globe of Trust;targon;Said to be blessed by the Aspect of Twilight, granting clarity and foresight to its user, especially among the Rakkor.;Grants the user increased mana regeneration and ability haste.;When held, the wielder must Save vs. Spells or be compelled to speak the truth. Grants +1 to hit rolls when fighting in dim light or darkness.;https://wiki.leagueoflegends.com/en-us/images/Globe_of_Trust_item.png
Goredrinker;noxus;Favored by Noxian battlemages and warlords, it's believed to be tied to hemomancy and brutal, decisive victories, possibly Vladimir or the Black Rose.;Deals damage and heals the user. Grants bonus attack damage. Grants health and attack damage based on enemies nearby.;"Grants +2 to hit and damage. Once per day, if at 0 hp, regain 1d8 hp. On a natural 1, the sword demands a blood sacrifice; lose 1 permanent CON.";https://wiki.leagueoflegends.com/en-us/images/Goredrinker_item.png
Gravity Boots;targon;Forged with celestial energies, rumored to grant wearers brief control over gravity, potentially linked to the Aspect of Twilight.;Grants increased movement speed and the ability to briefly ignore unit collision.;Wearer can ignore difficult terrain and gains +1 to hit rolls when jumping down on an enemy. Once per day, may cast 'feather fall' on self.;https://wiki.leagueoflegends.com/en-us/images/Gravity_Boots_item.png
Greater Orb;targon;Forged in the heart of Targon, it resonates with celestial energy, potentially linked to the Aspects.;Grants increased magic resist and ability power when fully charged.;Upon attunement, the orb grants +2 to saves vs. magic. On a failed save, user must make a DC 15 Will save or be overcome by visions of the celestial realm.;https://wiki.leagueoflegends.com/en-us/images/Greater_Orb_item.png
Greater Totem;shurima;Favored by Shuriman desert travelers, the Greater Totem provides crucial knowledge of approaching dangers, both seen and unseen in the sands.;Periodically grants a free ward. Upgrades Stealth Ward to Greater Stealth Totem for longer duration and increased vision range.;Once per day, user can see invisible entities or traps within 60ft. Usable three times before needing a full day's recharge. User may ignore the need for recharge at the cost of attracting hostile unseen entities.;https://wiki.leagueoflegends.com/en-us/images/Greater_Totem_item.png
Grez's Spectral Lantern;shadow isles;Associated with restless spirits and the spectral realm. Perhaps a tool for navigating or manipulating the undead energies of the Shadow Isles.;Reveals invisible units and grants bonus damage against monsters.;Detect ethereal beings and strike with +1 to hit undead, dealing +1d4 damage. Lantern sheds dim light, spooking animals and attracting spectres.;https://wiki.leagueoflegends.com/en-us/images/Grez%27s_Spectral_Lantern_item.png
Hamstringer;freljord;Favored by Noxian warmasons and Freljordian raiders, the Hamstringer hobbles foes, leaving them vulnerable. Useful for warriors seeking an advantage in the icy north.;Dealing damage slows the target, making it easier to chase or escape.;Target must SAVE vs DEX or suffer -2 to movement speed. Additionally, they attack at disadvantage vs. user for the next round, or until they receive healing.;https://wiki.leagueoflegends.com/en-us/images/Hamstringer_item.png
Head of Kha'Zix;shurima;A trophy taken from Kha'Zix. Symbolizes dominance over the Void and its creatures. Could be related to Rek'Sai or other Voidborn.;Grants bonus attack damage. Killing Kha'Zix grants additional, permanent attack damage.;Confers +1 to hit rolls, +1 to damage rolls. If used to slay a Void creature, gain a permanent +1 to Strength (max +3), but also 1d4 Corruption.;https://wiki.leagueoflegends.com/en-us/images/Head_of_Kha%27Zix_item.png
