Item Name;Region;Lore;DescriptionGame;DescriptionLore2;ImageURL;DescriptionLore;;;;;
Poacher's Dirk;noxus;Favored by Noxian assassins, the dirk is often used to secure bounties. The dirk is rumored to be crafted from metal sourced from a fallen darkin.;Killing large monsters grants bonus gold and empowers your next attack.;Upon slaying a beast, gain +1 to your next attack roll. If the beast has 3+ HD, also gain 1d6 gold. Gold disappears at the end of the day.;https://wiki.leagueoflegends.com/en-us/images/Poacher%27s_Dirk_item.png;This dagger is a magic weapon. You gain a +1 bonus to attack and damage rolls made with this weapon. Additionally, once per long rest, when you hit a creature with this dagger that is below half of its maximum hit points, you can choose to deal an additional 3d6 necrotic damage. If you do so, you gain advantage on all Wisdom (Survival) checks made to track that creature for the next 24 hours.;;;;;
Poro-Snax;freljord;Poro-Snax are beloved by poros, creatures native to the Freljord, often found around hearths and ancient ruins. Feeding them strengthens their bond.;Summoner's Rift: Feeds a poro, making it grow. Howling Abyss: Throws a Poro-Snax, which poros will run towards.;Creatures fed Poro-Snax become docile. A single snax thrown can distract beasts up to Huge size. A hoard of such creatures could be used as distractions or living walls.;https://wiki.leagueoflegends.com/en-us/images/Poro-Snax_item.png;A delicious treat adored by poros. As an action, you can feed a Poro-Snax to a friendly Poro. The poro becomes especially loyal and helpful, granting you advantage on one Wisdom (Animal Handling) check you make to interact with it within the next hour. Alternatively, if no poros are present, consuming a Poro-Snax yourself grants you advantage on the next Wisdom (Survival) check you make to navigate through snowy or icy terrain within the next hour.;;;;;
Pox Arcana;noxus;Whispers say the Pox Arcana was penned by a hemomancer seeking to weaponize disease for the empire.;Dealing ability damage applies a stacking poison that deals magic damage over time.;Target suffers -1 to saves vs. poison/disease per stack. At 3 stacks, target must save vs. death or be stricken with a wasting illness, taking 1d4 damage per day until cured.;https://wiki.leagueoflegends.com/en-us/images/Pox_Arcana_item.png;This ancient tome is rumored to contain vile hemomantic rituals capable of weaponizing disease. While holding the Pox Arcana, you can cast the Contagion spell once per long rest without expending a spell slot. Additionally, you gain advantage on saving throws against contracting diseases, and whenever you successfully inflict a creature with the poisoned condition, the duration of the condition is doubled.;;;;;
Primordial Dawn;targon;Forged atop Mount Targon, it resonates with celestial power. Might have connection with the Solari or Lunari.;Deals bonus damage based on max health, heals based on damage dealt, and grants bonus armor/MR based on health.;Grants +2 AC per 10 HP. Strikes deal +1 damage per character level. User heals 1d4 HP per successful hit. Undead flee if damage exceeds their current HP.;https://wiki.leagueoflegends.com/en-us/images/Primordial_Dawn_item.png;Forged on the summit of Mount Targon, this weapon pulses with celestial energy. While attuned to Primordial Dawn, you can use a bonus action to cause it to emit bright light in a 30-foot radius and dim light for an additional 30 feet. As an action, you can call upon the weapon's power to cast the Sunbeam spell (save DC 17) once per day. The weapon deals an extra 1d8 radiant damage to any creature that is vulnerable to sunlight.;;;;;
Priscilla's Blessing;noxus;Whispers say Priscilla, a forgotten noble, blessed it for her champions. Now it is a symbol of cruel ambition, sought by those craving power.;Grants bonus attack speed and movement speed after scoring a takedown.;"Upon a kill, wearer gains +1 to attack rolls and +2"" movement for 1d4 rounds. On a critical failure wearer is stunned for 1 round.";https://wiki.leagueoflegends.com/en-us/images/Priscilla%27s_Blessing_item.png;This dark amulet is said to have been blessed by a forgotten Noxian noble. While wearing Priscilla's Blessing, you gain advantage on Charisma (Intimidation) checks. Additionally, once per day, when you reduce a creature to 0 hit points, you can gain temporary hit points equal to the creature's challenge rating. These temporary hit points last for 1 hour. If the creature was a humanoid, you also learn one piece of information about its deepest desires or fears.;;;;;
Prospector's Blade;freljord;The blade is rumored to have been forged in the Freljord, possibly by a forgotten tribe seeking to claim new lands and resources.;Grants bonus attack damage and a passive gold generation effect while last hitting minions.;The blade whispers secrets of nearby wealth (veins of ore, monster lairs). On a successful parry, the wielder can detect hidden passages within 30 ft for 1 round.;https://wiki.leagueoflegends.com/en-us/images/Prospector%27s_Blade_item.png;This finely crafted blade hums with a faint, icy energy. Once per day, when you hit a creature with this sword, you can choose to have the attack deal an extra 2d6 cold damage and reduce the creature's speed by 10 feet until the end of its next turn. The blade is rumored to lead the wielder to caches of valuable ore and precious gems, revealing hidden veins and deposits within a 1-mile radius while attuned.;;;;;
Prototype Hex Core;ionia;Associated with Viktor, and the founding of the Glorious Evolution. Could be tied to the Spirit of Innovation, if Ionia ever focused on tech.;Provides stats and can be upgraded to enhance Viktor's abilities.;"Grants +1 to a stat chosen at dawn. Each upgrade permanently enhances a specific skill; roll 1d6 to determine which. On a 6, instead, a random other player suffers -1 to a stat of your choice.";https://wiki.leagueoflegends.com/en-us/images/Prototype_Hex_Core_item.png;"This intricate device pulses with arcane energy and strange potential. As an action, you can expend a hit die to infuse the Hex Core with your life force, granting you one of the following benefits for 1 minute: Advantage on Intelligence checks and saving throws; Resistance to lightning damage; or the ability to cast the *shocking grasp* cantrip, even if you don't know it. You can only have one benefit active at a time. Further experimentation may unlock additional enhancements.";;;;;
Puppeteer;shadow isles;Whispers claim these threads are spun from the souls of the damned, granting control over the living.;Charm an enemy champion, forcing them to attack their allies for a short duration.;On a failed save, puppeted creature attacks nearest ally (50% chance of target). Save allowed each round. Puppeteer takes 1d4 damage for each round of control.;https://wiki.leagueoflegends.com/en-us/images/Puppeteer_item.png;This tangled skein of ghostly threads grants the user control over the bodies of others. As an action, you can target one humanoid within 30 feet that you can see. The target must succeed on a DC 15 Wisdom saving throw or be charmed by you for 1 minute. While charmed in this way, you can use a bonus action on each of your turns to mentally command the target to move up to its speed and perform one simple action that it would normally be capable of. At the end of each of its turns, the target can repeat the saving throw, ending the effect on itself on a success. A creature that succeeds on this saving throw is immune to the effects of the Puppeteer for 24 hours.;;;;;
Quicksilver Sash;ionia;Favored by Ionian monks seeking clarity and protection from outside influences. It is sometimes seen amongst travelling merchants in Bilgewater.;Removes all crowd control effects. Grants brief immunity to further crowd control.;Grants a save versus enchantment/charm effects. If successful, you are also freed from any current bindings, petrification, or paralysis. Lasts 1 round.;https://wiki.leagueoflegends.com/en-us/images/Quicksilver_Sash_item.png;While wearing this sash, you have advantage on saving throws against being charmed, frightened, or possessed. Additionally, as a reaction when you fail a saving throw against an effect that would charm, frighten, or possess you, you can choose to succeed instead. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.;;;;;
Rabadon's Deathcrown;ionia;Favored by mages in Ionia, Rabadon's Deathcrown is a symbol of magical prowess and deep understanding of arcane energies, possibly connected to the spirit realm.;Massively increases Ability Power, amplifying the potency of magical abilities.;Wearer gains +5 to Magic Saves. Spells cast inflict +1 damage die. But take -1 on saves vs. illusions as the crown clouds mind with visions.;https://wiki.leagueoflegends.com/en-us/images/Rabadon%27s_Deathcrown_item.png;While wearing this crown, your spell attack bonus and spell save DC each increase by 2. In addition, the damage dice of your spells are maximized (e.g., a d6 becomes a 6). Once per long rest, when you cast a spell of 5th level or lower, you can cast it as if using a spell slot one level higher.;;;;;
